Cell_Line_Name,Unnamed: 0_x,nmiR00001.1,nmiR00002.1,nmiR00003.1,nmiR00004.1,nmiR00005.1,nmiR00006.1,nmiR00007.1,nmiR00008.1,nmiR00009.1,nmiR00010.1,nmiR00011.1,nmiR00012.1,nmiR00014.1,nmiR00015.1,nmiR00016.1,nmiR00017.1,nmiR00018.1,nmiR00019.1,nmiR00020.1,nmiR00021.1,nmiR00022.1,nmiR00023.1,nmiR00024.1,nmiR00025.1,nmiR00027.1,nmiR00028.1,nmiR00029.1,nmiR00030.1,nmiR00032.1,nmiR00033.1,nmiR00034.1,nmiR00035.1,nmiR00039.1,nmiR00042.1,nmiR00044.1,nmiR00045.1,nmiR00046.1,nmiR00048.1,nmiR00049.1,nmiR00051.1,nmiR00054.1,nmiR00055.1,nmiR00056.1,nmiR00057.1,nmiR00058.1,nmiR00059.1,nmiR00060.1,nmiR00062.1,nmiR00063.1,nmiR00064.1,nmiR00065.1,nmiR00066.1,nmiR00067.1,nmiR00069.1,nmiR00070.1,nmiR00071.2,nmiR00072.1,nmiR00073.1,nmiR00074.1,nmiR00075.1,nmiR00076.1,nmiR00077.1,nmiR00078.1,nmiR00079.1,nmiR00080.1,nmiR00083.1,nmiR00085.1,nmiR00086.1,nmiR00091.1,nmiR00095.1,nmiR00088.1,nmiR00089.1,nmiR00092.1,nmiR00093.1,nmiR00094.1,nmiR00096.1,nmiR00097.1,nmiR00098.1,nmiR00099.1,nmiR00100.1,nmiR00101.2,nmiR00102.1,nmiR00103.1,nmiR00104.1,nmiR00105.1,nmiR00106.1,nmiR00107.1,nmiR00108.1,nmiR00109.1,nmiR00110.1,nmiR00115.1,nmiR00118.1,nmiR00111.1,nmiR00112.1,nmiR00113.1,nmiR00114.2,nmiR00116.1,nmiR00119.1,nmiR00120.1,nmiR00121.1,nmiR00122.1,nmiR00124.1,nmiR00125.1,nmiR00126.1,nmiR00128.1,nmiR00129.1,nmiR00130.1,nmiR00131.2,nmiR00132.1,nmiR00133.1,nmiR00134.1,nmiR00135.1,nmiR00136.1,nmiR00137.1,nmiR00139.1,nmiR00140.1,nmiR00141.1,nmiR00142.1,nmiR00143.1,nmiR00144.1,nmiR00145.1,nmiR00146.1,nmiR00148.1,nmiR00149.1,nmiR00150.1,nmiR00151.1,nmiR00152.1,nmiR00153.1,nmiR00154.1,nmiR00155.1,nmiR00156.1,nmiR00158.1,nmiR00159.1,nmiR00160.2,nmiR00161.1,nmiR00162.1,nmiR00163.1,nmiR00165.1,nmiR00166.1,nmiR00167.1,nmiR00168.1,nmiR00169.1,nmiR00170.1,nmiR00171.1,nmiR00172.1,nmiR00173.1,nmiR00174.1,nmiR00175.1,nmiR00176.1,nmiR00177.1,nmiR00178.1,nmiR00179.1,nmiR00180.1,nmiR00181.1,nmiR00183.1,nmiR00184.1,nmiR00185.1,nmiR00188.1,nmiR00190.1,nmiR00191.1,nmiR00192.1,nmiR00193.1,nmiR00194.1,nmiR00195.1,nmiR00196.1,nmiR00197.1,nmiR00198.1,nmiR00199.1,nmiR00200.1,nmiR00201.1,nmiR00202.1,nmiR00203.1,nmiR00204.1,nmiR00205.1,nmiR00206.1,nmiR00207.1,nmiR00208.1,nmiR00209.1,nmiR00210.1,nmiR00211.1,nmiR00212.1,nmiR00213.1,nmiR00214.1,nmiR00215.1,nmiR00216.1,nmiR00217.1,nmiR00218.1,nmiR00219.1,nmiR00689.1,nmiR00690.1,nmiR00691.1,nmiR00692.1,nmiR00693.1,nmiR00694.1,nmiR00695.1,nmiR00220.1,nmiR00221.1,nmiR00222.1,nmiR00223.2,nmiR00224.1,nmiR00225.1,nmiR00226.1,nmiR00227.2,nmiR00228.1,nmiR00229.1,nmiR00230.1,nmiR00231.2,nmiR00232.1,nmiR00696.1,nmiR00697.1,nmiR00698.1,nmiR00233.1,nmiR00234.1,nmiR00235.1,nmiR00236.1,nmiR00238.1,nmiR00239.1,nmiR00240.1,nmiR00699.1,nmiR00700.1,nmiR00701.1,nmiR00702.1,nmiR00703.1,nmiR00704.1,nmiR00241.1,nmiR00242.1,nmiR00243.1,nmiR00244.1,nmiR00246.1,nmiR00247.1,nmiR00248.1,nmiR00249.1,nmiR00250.1,nmiR00251.1,nmiR00252.1,nmiR00253.1,nmiR00254.1,nmiR00255.1,nmiR00256.1,nmiR00257.1,nmiR00258.1,nmiR00705.1,nmiR00706.1,nmiR00707.1,nmiR00259.1,nmiR00260.1,nmiR00261.1,nmiR00262.1,nmiR00263.1,nmiR00264.1,nmiR00265.1,nmiR00266.1,nmiR00267.1,nmiR00268.1,nmiR00269.1,nmiR00270.1,nmiR00271.1,nmiR00272.1,nmiR00273.2,nmiR00274.1,nmiR00275.1,nmiR00276.1,nmiR00277.1,nmiR00278.1,nmiR00279.1,nmiR00280.1,nmiR00281.1,nmiR00282.1,nmiR00283.1,nmiR00284.1,nmiR00285.1,nmiR00286.1,nmiR00287.1,nmiR00288.1,nmiR00289.1,nmiR00290.1,nmiR00291.1,nmiR00292.1,nmiR00293.2,nmiR00294.2,nmiR00295.1,nmiR00296.1,nmiR00297.2,nmiR00298.1,nmiR00299.1,nmiR00300.1,nmiR00301.1,nmiR00303.1,nmiR00304.1,nmiR00305.1,nmiR00306.1,nmiR00307.1,nmiR00308.1,nmiR00309.1,nmiR00310.1,nmiR00311.1,nmiR00312.1,nmiR00314.1,nmiR00315.1,nmiR00316.1,nmiR00317.1,nmiR00318.1,nmiR00319.2,nmiR00320.1,nmiR00321.1,nmiR00322.1,nmiR00323.1,nmiR00324.1,nmiR00325.1,nmiR00326.1,nmiR00327.1,nmiR00328.1,nmiR00329.1,nmiR00330.1,nmiR00331.1,nmiR00332.1,nmiR00333.1,nmiR00334.1,nmiR00335.1,nmiR00336.1,nmiR00337.1,nmiR00338.1,nmiR00339.1,nmiR00340.1,nmiR00341.1,nmiR00342.1,nmiR00343.1,nmiR00344.2,nmiR00345.1,nmiR00346.1,nmiR00347.2,nmiR00348.1,nmiR00349.1,nmiR00350.1,nmiR00351.1,nmiR00352.1,nmiR00353.1,nmiR00354.1,nmiR00355.1,nmiR00356.1,nmiR00357.1,nmiR00358.1,nmiR00360.1,nmiR00361.1,nmiR00362.1,nmiR00363.1,nmiR00364.1,nmiR00365.1,nmiR00366.1,nmiR00367.2,nmiR00368.2,nmiR00369.1,nmiR00370.1,nmiR00371.2,nmiR00372.1,nmiR00373.1,nmiR00708.1,nmiR00374.1,nmiR00375.1,nmiR00376.1,nmiR00377.1,nmiR00378.1,nmiR00379.1,nmiR00380.1,nmiR00381.1,nmiR00382.1,nmiR00383.1,nmiR00384.1,nmiR00385.1,nmiR00386.1,nmiR00387.1,nmiR00388.1,nmiR00390.1,nmiR00391.1,nmiR00392.1,nmiR00393.1,nmiR00394.1,nmiR00395.1,nmiR00396.1,nmiR00397.2,nmiR00398.1,nmiR00399.1,nmiR00400.1,nmiR00401.1,nmiR00402.2,nmiR00403.2,nmiR00404.1,nmiR00405.1,nmiR00406.1,nmiR00407.1,nmiR00408.1,nmiR00412.1,nmiR00413.1,nmiR00414.1,nmiR00415.2,nmiR00416.1,nmiR00417.1,nmiR00418.1,nmiR00419.1,nmiR00420.1,nmiR00421.1,nmiR00422.1,nmiR00423.1,nmiR00424.1,nmiR00425.1,nmiR00426.2,nmiR00427.1,nmiR00428.1,nmiR00430.1,nmiR00431.1,nmiR00432.1,nmiR00433.1,nmiR00434.1,nmiR00435.1,nmiR00436.1,nmiR00437.1,nmiR00438.1,nmiR00440.1,nmiR00441.2,nmiR00442.1,nmiR00443.1,nmiR00444.1,nmiR00446.1,nmiR00448.1,nmiR00449.1,nmiR00450.2,nmiR00451.1,nmiR00452.1,nmiR00453.1,nmiR00454.1,nmiR00455.1,nmiR00456.1,nmiR00457.1,nmiR00458.1,nmiR00459.1,nmiR00461.1,nmiR00462.1,nmiR00463.1,nmiR00464.1,nmiR00466.1,nmiR00467.1,nmiR00468.1,nmiR00469.1,nmiR00471.1,nmiR00472.1,nmiR00473.1,nmiR00474.1,nmiR00475.1,nmiR00476.1,nmiR00477.1,nmiR00478.1,nmiR00479.2,nmiR00480.1,nmiR00481.1,nmiR00482.1,nmiR00483.1,nmiR00485.1,nmiR00486.1,nmiR00487.1,nmiR00488.1,nmiR00489.1,nmiR00490.1,nmiR00491.1,nmiR00492.1,nmiR00493.1,nmiR00494.1,nmiR00495.1,nmiR00496.2,nmiR00498.1,nmiR00499.2,nmiR00709.1,nmiR00500.1,nmiR00501.1,nmiR00502.1,nmiR00503.1,nmiR00505.2,nmiR00506.1,nmiR00507.1,nmiR00508.1,nmiR00509.2,nmiR00510.1,nmiR00511.1,nmiR00512.1,nmiR00513.1,nmiR00514.1,nmiR00515.2,nmiR00516.1,nmiR00517.1,nmiR00518.1,nmiR00519.1,nmiR00520.1,nmiR00521.1,nmiR00522.1,nmiR00523.1,nmiR00524.1,nmiR00525.1,nmiR00526.1,nmiR00528.1,nmiR00529.1,nmiR00530.1,nmiR00531.1,nmiR00532.1,nmiR00533.1,nmiR00534.1,nmiR00535.2,nmiR00536.1,nmiR00537.1,nmiR00538.1,nmiR00540.1,nmiR00541.1,nmiR00542.1,nmiR00543.1,nmiR00544.1,nmiR00545.1,nmiR00546.1,nmiR00547.1,nmiR00548.1,nmiR00549.1,nmiR00550.1,nmiR00551.1,nmiR00552.1,nmiR00553.1,nmiR00554.1,nmiR00555.1,nmiR00556.1,nmiR00557.1,nmiR00558.1,nmiR00559.1,nmiR00560.1,nmiR00561.1,nmiR00562.1,nmiR00563.1,nmiR00564.1,nmiR00565.1,nmiR00566.1,nmiR00567.1,nmiR00568.1,nmiR00569.1,nmiR00570.1,nmiR00571.1,nmiR00572.1,nmiR00574.1,nmiR00575.1,nmiR00577.1,nmiR00578.1,nmiR00579.1,nmiR00580.1,nmiR00581.1,nmiR00582.1,nmiR00584.1,nmiR00585.1,nmiR00586.1,nmiR00587.1,nmiR00588.1,nmiR00589.1,nmiR00590.1,nmiR00591.1,nmiR00592.1,nmiR00593.1,nmiR00594.1,nmiR00595.1,nmiR00596.1,nmiR00597.2,nmiR00598.1,nmiR00599.1,nmiR00600.1,nmiR00601.1,nmiR00602.1,nmiR00603.1,nmiR00604.1,nmiR00605.1,nmiR00606.1,nmiR00607.1,nmiR00608.1,nmiR00609.1,nmiR00610.1,nmiR00611.1,nmiR00612.2,nmiR00613.1,nmiR00614.1,nmiR00615.2,nmiR00616.2,nmiR00617.1,nmiR00618.1,nmiR00619.1,nmiR00620.1,nmiR00621.1,nmiR00622.1,nmiR00623.1,nmiR00624.1,nmiR00710.1,nmiR00625.1,nmiR00626.2,nmiR00627.1,nmiR00629.1,nmiR00630.1,nmiR00711.1,nmiR00712.1,nmiR00631.1,nmiR00632.1,nmiR00633.1,nmiR00713.1,nmiR00634.1,nmiR00714.1,nmiR00715.1,nmiR00716.1,nmiR00635.1,nmiR00636.1,nmiR00637.1,nmiR00638.1,nmiR00639.1,nmiR00640.1,nmiR00641.1,nmiR00642.1,nmiR00643.2,nmiR00644.1,nmiR00645.2,nmiR00646.1,nmiR00647.1,nmiR00648.2,nmiR00649.1,nmiR00650.1,nmiR00651.1,nmiR00652.1,nmiR00653.1,nmiR00654.1,nmiR00655.1,nmiR00656.1,nmiR00657.1,nmiR00658.1,nmiR00659.1,nmiR00660.1,nmiR00661.1,nmiR00662.2,nmiR00664.2,nmiR00665.1,nmiR00667.1,nmiR00668.1,nmiR00669.1,nmiR00670.2,nmiR00671.1,nmiR00672.2,nmiR00673.1,nmiR00674.1,nmiR00675.1,nmiR00676.1,nmiR00677.1,nmiR00681.1,nmiR00682.1,nmiR00683.1,nmiR00684.1,nmiR00685.1,nmiR00686.1,nmiR00687.1,nmiR00717.1,nmiR00718.1,nmiR00719.1,nmiR00720.1,nmiR00721.1,nmiR00722.1,nmiR00723.1,nmiR00724.1,nmiR00725.1,nmiR00726.1,nmiR00727.1,nmiR00728.1,nmiR00729.1,nmiR00730.1,nmiR00731.1,nmiR00732.1,nmiR00733.1,nmiR00734.1,nmiR00735.1,nmiR00736.1,nmiR00737.1,nmiR00738.1,nmiR00739.1,nmiR00740.1,nmiR00741.1,nmiR00742.1,nmiR00743.1,nmiR00744.1,nmiR00745.1,nmiR00746.1,nmiR00747.1,nmiR00748.1,nmiR00749.1,nmiR00750.1,nmiR00751.1,nmiR00752.1,nmiR00753.1,nmiR00754.1,nmiR00755.1,nmiR00756.1,nmiR00757.1,nmiR00758.1,nmiR00759.1,nmiR00760.1,nmiR00761.1,nmiR00762.1,nmiR00763.1,nmiR00764.1,nmiR00765.1,nmiR00766.1,nmiR00767.1,nmiR00768.1,nmiR00769.1,nmiR00771.1,nmiR00772.1,nmiR00773.1,nmiR00774.1,nmiR00775.1,nmiR00776.1,nmiR00778.1,nmiR00779.1,nmiR00780.1,nmiR00781.1,nmiR00782.1,nmiR00783.1,nmiR00786.1,nmiR00787.1,nmiR00788.1,nmiR00789.1,nmiR00790.1,nmiR00791.1,nmiR00792.1,nmiR00793.1,nmiR00794.1,nmiR00795.1,nmiR00796.1,nmiR00797.1,nmiR00798.1,nmiR00799.1,nmiR00800.1,Unnamed: 0_y,DRUG_ID,DRUG_NAME,PUTATIVE_TARGET,PATHWAY_NAME,COMPANY_ID,LN_IC50,AUC,RMSE,Z_SCORE,Predicted_LN_IC50
HCC1806,764.0,22951.07,1095.61,964.62,1297.15,338.03,969.19,1499.6,874.84,12.83,1385.09,198.79,3569.9,26.56,702.62,1922.82,882.17,412.23,28.4,15.57,76.03,47.63,21.07,17.41,10.99,14.66,11.91,22.9,19.23,19.23,9.17,27.49,48.55,24.74,31.15,21.99,10.99,10.99,19.23,15.57,15.57,14.66,29.31,19.23,4.58,301.39,10.99,21.99,15.57,19.23,17.41,30.23,93.44,20.16,12.83,12.83,11.91,22.9,308.72,1269.67,354.51,407.65,2396.42,43.97,16.49,32.98,542.31,24.74,12.83,15.57,65.96,13.74,13.74,1407.07,977.44,23.82,55.88,20.16,13.74,27.49,349.94,4.58,14.66,51.3,0.91,7.33,21.07,24.74,35.73,13.74,21.07,6.42,20.16,53.14,27.49,22.9,10.99,14.66,13.74,309.63,13.74,36.64,13.74,106.26,11.91,85.19,4.58,36.64,39.39,682.46,496.5,279.4,9.17,16.49,10.08,15.57,48.55,38.48,6.42,325.2,225.35,534.98,160.31,6.42,9.17,59.54,430.55,10.99,24.74,18.32,11.91,20.16,18.32,108.1,21.99,18.32,25.65,9.17,13.74,1182.64,646.75,387.49,15.57,410.4,644.91,52.21,13.74,120.0,13.74,20.16,14.66,180.47,830.87,4413.6,8042.13,551.47,103.51,17.41,17.41,10.08,369.17,21.07,137.41,136.49,31.15,56.8,58.63,227.18,49.47,19.23,27.49,26.56,27.49,493.76,34.82,17.41,31.15,27.49,32.06,24.74,43.97,0.91,9.17,2876.44,38.48,42.14,1456.54,69.62,223.52,54.05,86.11,20.16,9.17,82.45,32.06,89.78,12.83,23.82,21.07,18.32,219.85,1372.27,395.74,2106.03,5816.09,21.07,823.54,12.83,78266.69,10.99,11.91,22.9,79.7,70.53,27.49,4932.09,452.53,182.3,21.99,18.32,26.56,16.49,24.74,23.82,56.8,10.99,21.99,65.04,187.8,12.83,32.98,13.74,99.85,21.99,349.02,17.41,48.55,16.49,6294.27,699.87,0.91,114.5,10.08,4.58,54.96,3446.23,199.7,15152.62,848.28,5143.7,160.31,5833.5,1895.33,32.06,21.07,9.17,41.22,11.91,18.32,18.32,13.74,4121.38,242.76,200.62,41.22,491.01,118.17,20.16,22.9,35.73,22.9,59.54,35.73,68.71,5744.63,1024.16,247.34,83.36,795.14,99.85,115.43,55.88,2693.22,11.91,10.99,15.57,66.87,691.63,32.06,32.06,19.23,22.9,83.36,357.26,16.49,206.12,17.41,60.46,17.41,24.74,65.04,11.91,26.56,82.45,91.6,19.23,79.7,61.38,131.91,59.54,14.66,49.47,20.16,295.89,21.99,40.31,64.13,280.32,10.99,22.9,17.41,51.3,18.32,10.99,13.74,31.15,153.9,197.87,71.46,40.31,21.99,44.88,20.16,154.82,25.65,15.57,11.91,4.58,67.79,19.23,15.57,16.49,21.07,11.91,124.58,77.86,609.18,724.61,65.04,218.02,546.89,18.32,15.57,25.65,7.33,19.23,22.9,4.58,27.49,9.17,21.99,21.07,52.21,34.82,84.28,221.69,43.06,24.74,12.83,589.03,1398.83,12.83,24.74,18.32,18.32,12.83,20.16,150.23,21.07,16.49,17.41,31.15,74.2,2362.53,31.15,191.46,22.9,18.32,24.74,14.66,28.4,23.82,32.06,31.15,34.82,15.57,24.74,22.9,21.99,11.91,140.15,18.32,15.57,9.17,13.74,31.15,17.41,23.82,15.57,46.72,26.56,21.07,87.03,17.41,20.16,19.23,10.99,52.21,20.16,10.08,21.07,19.23,0.91,30.23,13.74,10.99,19.23,31.15,24.74,18.32,40.31,16.49,163.98,218.02,23.82,21.07,13.74,16.49,7.33,10.99,28.4,29.31,124.58,69.62,36.64,31.15,164.89,11.91,40.31,54.96,23.82,12515.26,28.4,29.31,374.67,17.41,11.91,7.33,28.4,44.88,14.66,24.74,4716.81,33.89,142.9,19.23,17.41,19.23,37.56,12.83,10.08,7.33,9.17,10.99,26.56,21.99,7.33,13.74,21.99,11.91,23.82,13.74,17.41,18.32,75.12,27.49,11.91,12.83,17.41,12.83,10.99,108.1,76.95,15.57,32.98,18.32,470.85,139.24,32.06,38.48,21.99,11.91,312.38,24.74,22.9,30.23,42.14,17.41,33.89,15.57,6.42,10.99,32.06,27.49,947.21,17.41,67.79,28.4,25.65,22.9,13.74,30.23,10.99,83.36,18.32,13.74,0.91,7.33,10.08,6.42,14.66,13.74,26.56,14.66,10.08,6.42,16.49,26.56,30.23,21.99,23.82,12.83,22.9,17.41,10.99,20.16,12.83,9.17,55.88,11.91,4.58,24.74,189.62,28.4,19.23,47.63,6.42,26.56,21.07,12.83,10.08,18.32,35.73,53.14,20.16,13.74,6.42,17.41,44.88,18.32,17.41,40.31,15.57,73.28,10.08,15.57,181.38,14.66,53.14,22.9,11.91,13.74,18.32,61.38,22.9,15.57,62.29,28.4,0.91,11.91,20.16,6.42,21.07,10.08,24.74,10.99,178.63,9.17,16.49,3808.08,9.17,23.82,17.41,21.07,4.58,24.74,20.16,19.23,25.65,15.57,61.38,30.23,80.61,21.99,17.41,15.57,32.06,7.33,55.88,20.16,23.82,10.08,10.99,16.49,18.32,172.22,21.99,16.49,9.17,94.36,21.99,14.66,10.99,15.57,367.34,1.84,14.66,12.83,665.07,47.63,357.26,43.97,107.17,6.42,12.83,10.99,10.08,18.32,51.3,24.74,12.83,954.54,294.97,178.63,1036.99,16.49,9.17,11.91,4.58,475.44,8.24,11.91,13.74,7.33,0.91,8.24,57.71,10.99,16.49,8.24,17.41,11.91,5.5,24.74,23.82,18.32,16.49,24.74,13.74,26.56,6.42,5.5,19.23,15.57,44.88,14.66,107.17,17.41,7.33,14.66,10.08,18.32,1.84,33.89,23.82,15.57,21.07,24.74,17.41,9.17,21.99,14.66,7.33,20.16,56.8,17.41,84.28,9.17,17.41,10.99,6.42,16.49,23.82,34.82,37.56,42.14,10.99,7.33,17.41,25.65,12.83,34.82,24.74,21.99,10.99,32.98,26.56,14.66,35.73,57.71,18.32,9.17,20.16,5.5,73.28,3506.0,1007.0,Docetaxel,Microtubule stabiliser,Mitosis,1046.0,-6.374476,0.692369,0.112855,-1.286896,-6.385985390000003
SNU81,448.0,32041.44,6055.92,1592.4,3183.65,698.32,5343.87,6354.71,2652.47,18.32,16.03,732.66,4153.29,19.46,1141.35,3357.66,420.14,1683.98,251.85,8.01,40.07,33.2,27.47,5.72,10.3,9.16,12.59,25.19,18.32,19.46,5.72,37.78,49.23,28.62,36.63,36.63,22.9,19.46,22.9,5.72,11.45,13.74,28.62,26.33,21.75,4404.0,3.43,19.46,16.03,16.03,26.33,19.46,13.74,13.74,17.17,18.32,9.16,11.45,536.91,1513.41,34.34,139.66,4176.18,40.07,16.03,33.2,37.78,28.62,11.45,11.45,26.33,10.3,11.45,598.72,1215.76,24.04,57.24,13.74,13.74,18.32,310.24,14.88,16.03,38.92,1.14,17.17,18.32,49.23,25.19,9.16,19.46,4.58,28.62,49.23,18.32,29.76,9.16,19.46,4.58,262.16,12.59,30.91,11.45,32.05,11.45,111.04,4.58,65.25,155.69,8.01,451.05,420.14,9.16,14.88,9.16,37.78,38.92,33.2,12.59,1638.19,216.36,45.79,28.62,10.3,12.59,129.36,3200.82,215.22,122.49,12.59,13.74,25.19,12.59,68.69,24.04,35.49,22.9,5.72,22.9,2542.57,626.2,12.59,223.23,207.21,393.81,32.05,13.74,100.74,11.45,12.59,19.46,337.71,2815.03,2789.85,14433.47,1281.02,172.86,37.78,19.46,14.88,488.82,20.61,196.9,525.46,44.65,67.54,65.25,438.45,103.03,21.75,25.19,12.59,41.21,1332.53,29.76,24.04,37.78,22.9,18.32,14.88,3430.93,1.14,78.99,763.57,9070.15,53.8,586.13,74.41,153.4,17.17,112.19,84.71,18.32,105.32,21.75,760.14,13.74,24.04,10.3,19.46,879.2,6740.51,3250.05,12013.4,7973.44,12.59,7516.67,10.3,22.9,6.87,10.3,30.91,34.34,66.4,19.46,12909.76,4900.83,137.37,16.03,10.3,19.46,14.88,38.92,6.87,103.03,9.16,18.32,778.46,38.92,17.17,30.91,17.17,22.9,21.75,487.68,30.91,50.37,25.19,1028.02,1753.81,1.14,64.11,9.16,3.43,48.08,4581.44,2537.99,7823.47,979.94,6328.38,1033.74,3653.02,4385.68,20.61,18.32,6.87,59.53,14.88,10.3,12.59,3.43,10203.49,1307.35,863.17,27.47,571.25,131.65,16.03,21.75,18.32,16.03,113.33,35.49,104.18,5359.89,864.31,517.44,372.06,323.97,277.04,112.19,67.54,1919.81,17.17,6.87,21.75,60.67,376.63,41.21,17.17,25.19,33.2,74.41,566.67,4.58,329.7,20.61,45.79,16.03,16.03,20.61,13.74,32.05,154.55,107.61,24.04,51.52,14.88,100.74,41.21,20.61,145.39,89.29,207.21,81.28,91.58,40.07,92.73,20.61,30.91,11.45,14.88,12.59,14.88,6.87,28.62,581.55,514.01,1309.64,45.79,14.88,38.92,36.63,137.37,38.92,18.32,18.32,8.01,40.07,20.61,18.32,24.04,30.91,13.74,72.12,111.04,982.23,776.17,50.37,752.13,2537.99,11.45,13.74,34.34,10.3,19.46,10.3,11.45,35.49,11.45,41.21,20.61,49.23,24.04,123.64,13.74,33.2,18.32,13.74,515.15,1159.67,20.61,11.45,11.45,27.47,11.45,10.3,392.66,28.62,14.88,17.17,13.74,104.18,465.93,59.53,82.42,25.19,5.72,14.88,13.74,61.82,93.87,29.76,30.91,56.09,30.91,36.63,48.08,43.5,21.75,1123.04,20.61,10.3,13.74,11.45,24.04,14.88,6.87,33.2,146.53,20.61,21.75,66.4,16.03,13.74,14.88,2.29,22.9,12.59,4.58,19.46,18.32,1.14,32.05,6.87,16.03,8.01,29.76,13.74,26.33,22.9,12.59,112.19,208.35,21.75,20.61,5.72,20.61,4.58,16.03,12.59,25.19,262.16,73.27,179.73,80.14,123.64,16.03,45.79,42.36,17.17,5983.8,49.23,32.05,200.34,25.19,10.3,4.58,24.04,65.25,20.61,6.87,85.86,43.5,73.27,26.33,24.04,35.49,24.04,16.03,13.74,12.59,19.46,11.45,16.03,14.88,16.03,12.59,24.04,14.88,25.19,20.61,9.16,13.74,95.02,16.03,16.03,10.3,26.33,8.01,11.45,65.25,66.4,16.03,25.19,22.9,222.09,75.56,17.17,21.75,95.02,13.74,404.11,21.75,18.32,35.49,62.96,6.87,51.52,8.01,6.87,14.88,35.49,24.04,929.57,13.74,249.56,17.17,20.61,14.88,10.3,99.6,12.59,61.82,21.75,9.16,1.14,1.14,14.88,2.29,13.74,8.01,16.03,14.88,6.87,12.59,24.04,19.46,33.2,25.19,13.74,12.59,21.75,19.46,8.01,33.2,16.03,12.59,618.18,20.61,10.3,24.04,90.44,5.72,24.04,41.21,5.72,13.74,14.88,10.3,17.17,21.75,44.65,51.52,27.47,17.17,10.3,17.17,136.23,11.45,22.9,18.32,12.59,64.11,14.88,98.45,58.38,20.61,58.38,40.07,6.87,8.01,11.45,146.53,34.34,18.32,28.62,21.75,1.14,12.59,14.88,11.45,18.32,9.16,21.75,58.38,120.2,10.3,20.61,8196.68,19.46,19.46,21.75,14.88,4.58,14.88,19.46,9.16,12.59,21.75,27.47,32.05,38.92,24.04,14.88,10.3,41.21,9.16,84.71,20.61,28.62,14.88,11.45,19.46,18.32,19.46,11.45,13.74,9.16,476.23,24.04,25.19,12.59,30.91,373.2,6.87,12.59,10.3,4333.02,81.28,724.65,10.3,34.34,11.45,9.16,17.17,9.16,8.01,96.16,8.01,283.91,2439.54,564.38,90.44,863.17,14.88,16.03,13.74,9.16,855.16,8.01,19.46,9.16,6.87,1.14,45.79,76.7,13.74,26.33,17.17,13.74,9.16,1.14,10.3,19.46,9.16,8.01,29.76,22.9,8.01,6.87,11.45,21.75,25.19,53.8,20.61,42.36,24.04,5.72,3.43,8.01,17.17,8.01,17.17,12.59,34.34,24.04,19.46,9.16,8.01,34.34,9.16,5.72,25.19,46.94,18.32,60.67,18.32,22.9,6.87,2.29,16.03,8.01,10.3,24.04,380.07,11.45,11.45,17.17,26.33,9.16,34.34,25.19,27.47,9.16,9.16,53.8,13.74,48.08,161.41,21.75,6.87,32.05,9.16,75.56,4176.0,1007.0,Docetaxel,Microtubule stabiliser,Mitosis,1046.0,-3.837245,0.927467,0.067749,0.33195,-3.822747650000002
